# Gaussfunctions
#        x,   Gauss 1,   Gauss 2,   Gauss 3
51.2000000, 0.0388466, 0.0049355, 0.0066961
51.3000000, 0.0367899, 0.0050335, 0.0066102
51.4000000, 0.0422348, 0.0038247, 0.0069716
51.5000000, 0.0451494, 0.0031866, 0.0071622
51.6000000, 0.0382351, 0.0046851, 0.0077242
51.7000000, 0.0455179, 0.0036803, 0.0073291
51.8000000, 0.0371791, 0.0037245, 0.0085349
51.9000000, 0.0386313, 0.0033152, 0.0081618
52.0000000, 0.0357804, 0.0035127, 0.0081280
52.1000000, 0.0321860, 0.0034626, 0.0083603
52.2000000, 0.0400025, 0.0034385, 0.0095718
52.3000000, 0.0386696, 0.0031876, 0.0082052
52.4000000, 0.0458104, 0.0041261, 0.0099158
52.5000000, 0.0389940, 0.0028667, 0.0069627
52.6000000, 0.0371528, 0.0029971, 0.0105213
52.7000000, 0.0363983, 0.0025794, 0.0092716
52.8000000, 0.0345622, 0.0026439, 0.0083764
52.9000000, 0.0332834, 0.0029969, 0.0086031
53.0000000, 0.0459487, 0.0030056, 0.0096350
53.1000000, 0.0407366, 0.0030165, 0.0086540
53.2000000, 0.0419281, 0.0028036, 0.0096285
53.3000000, 0.0514490, 0.0026918, 0.0097802
53.4000000, 0.0316356, 0.0028944, 0.0107388
53.5000000, 0.0387496, 0.0023593, 0.0091321
53.6000000, 0.0388217, 0.0021645, 0.0101698
53.7000000, 0.0408677, 0.0021559, 0.0098896
53.8000000, 0.0363664, 0.0026202, 0.0105605
53.9000000, 0.0361955, 0.0026063, 0.0114480
54.0000000, 0.0390531, 0.0020335, 0.0101502
54.1000000, 0.0365286, 0.0016713, 0.0087170
54.2000000, 0.0421955, 0.0019424, 0.0106155
54.3000000, 0.0355334, 0.0020456, 0.0121079
54.4000000, 0.0421791, 0.0019822, 0.0114358
54.5000000, 0.0357719, 0.0017627, 0.0127302
54.6000000, 0.0343491, 0.0019436, 0.0109075
54.7000000, 0.0300168, 0.0022022, 0.0128647
54.8000000, 0.0379790, 0.0020073, 0.0108430
54.9000000, 0.0416153, 0.0015410, 0.0132081
55.0000000, 0.0384016, 0.0018257, 0.0148964
55.1000000, 0.0327621, 0.0019779, 0.0126594
55.2000000, 0.0357287, 0.0019229, 0.0145422
55.3000000, 0.0308728, 0.0017048, 0.0132558
55.4000000, 0.0396083, 0.0016991, 0.0145214
55.5000000, 0.0351598, 0.0012848, 0.0142757
55.6000000, 0.0279325, 0.0015811, 0.0132652
55.7000000, 0.0351738, 0.0015658, 0.0150278
55.8000000, 0.0286583, 0.0015580, 0.0154003
55.9000000, 0.0308505, 0.0015848, 0.0144071
56.0000000, 0.0316627, 0.0011405, 0.0156747
56.1000000, 0.0354180, 0.0014049, 0.0164270
56.2000000, 0.0257635, 0.0012934, 0.0137718
56.3000000, 0.0322465, 0.0012225, 0.0162290
56.4000000, 0.0323919, 0.0011140, 0.0158618
56.5000000, 0.0367255, 0.0011877, 0.0162689
56.6000000, 0.0311817, 0.0010914, 0.0156276
56.7000000, 0.0344851, 0.0011781, 0.0139306
56.8000000, 0.0297868, 0.0010342, 0.0174437
56.9000000, 0.0322236, 0.0011061, 0.0163975
57.0000000, 0.0327546, 0.0010252, 0.0195812
57.1000000, 0.0258021, 0.0011952, 0.0166717
57.2000000, 0.0316094, 0.0010119, 0.0180756
57.3000000, 0.0277911, 0.0009260, 0.0140459
57.4000000, 0.0325811, 0.0010341, 0.0137107
57.5000000, 0.0319083, 0.0009120, 0.0187756
57.6000000, 0.0274468, 0.0008277, 0.0202326
57.7000000, 0.0261196, 0.0008331, 0.0204181
57.8000000, 0.0313460, 0.0008769, 0.0200598
57.9000000, 0.0311013, 0.0007716, 0.0210488
58.0000000, 0.0322716, 0.0008194, 0.0195774
58.1000000, 0.0332717, 0.0008193, 0.0198652
58.2000000, 0.0239167, 0.0005589, 0.0160596
58.3000000, 0.0258219, 0.0008898, 0.0204659
58.4000000, 0.0250682, 0.0007744, 0.0221745
58.5000000, 0.0297245, 0.0006194, 0.0219946
58.6000000, 0.0266626, 0.0006033, 0.0202060
58.7000000, 0.0238442, 0.0005803, 0.0203133
58.8000000, 0.0271560, 0.0006488, 0.0258925
58.9000000, 0.0215227, 0.0006467, 0.0216266
59.0000000, 0.0285938, 0.0006378, 0.0224232
59.1000000, 0.0265329, 0.0005930, 0.0202670
59.2000000, 0.0268113, 0.0005252, 0.0281340
59.3000000, 0.0280947, 0.0005288, 0.0215626
59.4000000, 0.0278854, 0.0006244, 0.0212373
59.5000000, 0.0232880, 0.0005867, 0.0211226
59.6000000, 0.0251422, 0.0005693, 0.0258044
59.7000000, 0.0229453, 0.0004179, 0.0184628
59.8000000, 0.0209661, 0.0004786, 0.0211239
59.9000000, 0.0229802, 0.0004742, 0.0217090
60.0000000, 0.0206877, 0.0004395, 0.0243750
60.1000000, 0.0227044, 0.0004298, 0.0283719
60.2000000, 0.0195393, 0.0003733, 0.0239540
60.3000000, 0.0189890, 0.0004081, 0.0233929
60.4000000, 0.0246209, 0.0004554, 0.0224040
60.5000000, 0.0236802, 0.0004065, 0.0252594
60.6000000, 0.0275879, 0.0003317, 0.0288470
60.7000000, 0.0236095, 0.0003500, 0.0255273
60.8000000, 0.0201235, 0.0004189, 0.0257368
60.9000000, 0.0217739, 0.0004227, 0.0273219
61.0000000, 0.0205555, 0.0003190, 0.0274479
61.1000000, 0.0200802, 0.0003168, 0.0267700
61.2000000, 0.0225681, 0.0003353, 0.0286836
61.3000000, 0.0188925, 0.0003451, 0.0268046
61.4000000, 0.0253439, 0.0002158, 0.0259347
61.5000000, 0.0207860, 0.0002800, 0.0308894
61.6000000, 0.0202944, 0.0003134, 0.0252142
61.7000000, 0.0191054, 0.0002754, 0.0282657
61.8000000, 0.0211025, 0.0002532, 0.0251312
61.9000000, 0.0197586, 0.0002946, 0.0239829
62.0000000, 0.0215306, 0.0002726, 0.0295418
62.1000000, 0.0191175, 0.0002356, 0.0315921
62.2000000, 0.0205512, 0.0002148, 0.0300657
62.3000000, 0.0211211, 0.0001983, 0.0303844
62.4000000, 0.0194492, 0.0001806, 0.0250003
62.5000000, 0.0190978, 0.0002385, 0.0298490
62.6000000, 0.0191915, 0.0001872, 0.0286041
62.7000000, 0.0187620, 0.0001976, 0.0325018
62.8000000, 0.0180448, 0.0001874, 0.0285369
62.9000000, 0.0178134, 0.0001705, 0.0339449
63.0000000, 0.0165893, 0.0001751, 0.0354975
63.1000000, 0.0163653, 0.0001622, 0.0334459
63.2000000, 0.0162448, 0.0001706, 0.0351222
63.3000000, 0.0164841, 0.0001344, 0.0366033
63.4000000, 0.0170954, 0.0001266, 0.0290257
63.5000000, 0.0163010, 0.0001609, 0.0326581
63.6000000, 0.0167568, 0.0001620, 0.0322262
63.7000000, 0.0168384, 0.0001340, 0.0364189
63.8000000, 0.0132308, 0.0001328, 0.0352478
63.9000000, 0.0132237, 0.0001191, 0.0320090
64.0000000, 0.0114480, 0.0001174, 0.0351479
64.1000000, 0.0167075, 0.0001155, 0.0376165
64.2000000, 0.0134438, 0.0001149, 0.0287585
64.3000000, 0.0155085, 0.0000876, 0.0254546
64.4000000, 0.0161890, 0.0001171, 0.0302017
64.5000000, 0.0134694, 0.0001256, 0.0313601
64.6000000, 0.0117914, 0.0000908, 0.0372329
64.7000000, 0.0126852, 0.0001106, 0.0408474
64.8000000, 0.0136199, 0.0000731, 0.0332594
64.9000000, 0.0139565, 0.0000904, 0.0326921
65.0000000, 0.0132036, 0.0001002, 0.0366979
65.1000000, 0.0141246, 0.0000987, 0.0293478
65.2000000, 0.0108092, 0.0000825, 0.0365583
65.3000000, 0.0130466, 0.0000848, 0.0419503
65.4000000, 0.0120398, 0.0000764, 0.0404677
65.5000000, 0.0134207, 0.0000769, 0.0359528
65.6000000, 0.0113682, 0.0000669, 0.0351344
65.7000000, 0.0099084, 0.0000716, 0.0426877
65.8000000, 0.0103342, 0.0000685, 0.0355333
65.9000000, 0.0101030, 0.0000730, 0.0391746
66.0000000, 0.0107665, 0.0000557, 0.0356129
66.1000000, 0.0101046, 0.0000581, 0.0383630
66.2000000, 0.0104573, 0.0000482, 0.0409592
66.3000000, 0.0101709, 0.0000525, 0.0352347
66.4000000, 0.0098952, 0.0000443, 0.0400774
66.5000000, 0.0112851, 0.0000562, 0.0379295
66.6000000, 0.0114029, 0.0000550, 0.0406379
66.7000000, 0.0095584, 0.0000446, 0.0394712
66.8000000, 0.0100226, 0.0000450, 0.0348748
66.9000000, 0.0096599, 0.0000478, 0.0414889
67.0000000, 0.0091105, 0.0000431, 0.0373539
67.1000000, 0.0100468, 0.0000420, 0.0432827
67.2000000, 0.0100364, 0.0000354, 0.0424824
67.3000000, 0.0082880, 0.0000382, 0.0367100
67.4000000, 0.0101888, 0.0000354, 0.0344010
67.5000000, 0.0080746, 0.0000326, 0.0344317
67.6000000, 0.0091035, 0.0000376, 0.0429054
67.7000000, 0.0081587, 0.0000331, 0.0461461
67.8000000, 0.0074725, 0.0000319, 0.0405644
67.9000000, 0.0087233, 0.0000293, 0.0340927
68.0000000, 0.0079241, 0.0000341, 0.0407075
68.1000000, 0.0070590, 0.0000313, 0.0470690
68.2000000, 0.0093328, 0.0000242, 0.0425350
68.3000000, 0.0070070, 0.0000245, 0.0487462
68.4000000, 0.0088879, 0.0000241, 0.0438162
68.5000000, 0.0077329, 0.0000255, 0.0407717
68.6000000, 0.0076242, 0.0000235, 0.0426388
68.7000000, 0.0073497, 0.0000197, 0.0363124
68.8000000, 0.0066691, 0.0000187, 0.0411621
68.9000000, 0.0071686, 0.0000233, 0.0399146
69.0000000, 0.0070632, 0.0000171, 0.0375967
69.1000000, 0.0072012, 0.0000185, 0.0387839
69.2000000, 0.0075849, 0.0000170, 0.0467179
69.3000000, 0.0065672, 0.0000178, 0.0446105
69.4000000, 0.0069053, 0.0000177, 0.0421757
69.5000000, 0.0056256, 0.0000178, 0.0342388
69.6000000, 0.0060391, 0.0000165, 0.0406567
69.7000000, 0.0053502, 0.0000161, 0.0408269
69.8000000, 0.0059132, 0.0000124, 0.0439134
69.9000000, 0.0048706, 0.0000132, 0.0385813
70.0000000, 0.0048521, 0.0000146, 0.0423522
70.1000000, 0.0058275, 0.0000135, 0.0365042
70.2000000, 0.0048307, 0.0000131, 0.0410135
70.3000000, 0.0053380, 0.0000120, 0.0415882
70.4000000, 0.0052427, 0.0000123, 0.0386849
70.5000000, 0.0042916, 0.0000102, 0.0422932
70.6000000, 0.0041580, 0.0000087, 0.0433158
70.7000000, 0.0041779, 0.0000103, 0.0388498
70.8000000, 0.0044925, 0.0000104, 0.0295969
70.9000000, 0.0044214, 0.0000114, 0.0409396
71.0000000, 0.0050484, 0.0000087, 0.0323860
71.1000000, 0.0049496, 0.0000086, 0.0378355
71.2000000, 0.0046172, 0.0000087, 0.0422469
71.3000000, 0.0043282, 0.0000064, 0.0332262
71.4000000, 0.0036090, 0.0000071, 0.0393874
71.5000000, 0.0035839, 0.0000066, 0.0362413
71.6000000, 0.0043829, 0.0000066, 0.0411351
71.7000000, 0.0037994, 0.0000063, 0.0466268
71.8000000, 0.0036001, 0.0000068, 0.0427718
71.9000000, 0.0034975, 0.0000057, 0.0361419
72.0000000, 0.0031965, 0.0000066, 0.0460032
72.1000000, 0.0036970, 0.0000053, 0.0436417
72.2000000, 0.0032184, 0.0000048, 0.0385779
72.3000000, 0.0036159, 0.0000057, 0.0431074
72.4000000, 0.0027560, 0.0000043, 0.0381459
72.5000000, 0.0033606, 0.0000044, 0.0375542
72.6000000, 0.0033306, 0.0000044, 0.0406554
72.7000000, 0.0029345, 0.0000044, 0.0409831
72.8000000, 0.0027153, 0.0000044, 0.0365386
72.9000000, 0.0028766, 0.0000040, 0.0424703
73.0000000, 0.0030425, 0.0000036, 0.0372083
73.1000000, 0.0033276, 0.0000036, 0.0320140
73.2000000, 0.0025972, 0.0000035, 0.0354534
73.3000000, 0.0026154, 0.0000032, 0.0380255
73.4000000, 0.0028831, 0.0000031, 0.0366646
73.5000000, 0.0026109, 0.0000032, 0.0309123
73.6000000, 0.0022587, 0.0000036, 0.0410213
73.7000000, 0.0021098, 0.0000026, 0.0449802
73.8000000, 0.0023996, 0.0000026, 0.0312001
73.9000000, 0.0024835, 0.0000024, 0.0370425
74.0000000, 0.0018885, 0.0000023, 0.0445133
74.1000000, 0.0022442, 0.0000025, 0.0374971
74.2000000, 0.0019801, 0.0000026, 0.0370045
74.3000000, 0.0019222, 0.0000022, 0.0323536
74.4000000, 0.0020340, 0.0000019, 0.0273859
74.5000000, 0.0021429, 0.0000019, 0.0337432
74.6000000, 0.0020689, 0.0000019, 0.0386317
74.7000000, 0.0022898, 0.0000018, 0.0290304
74.8000000, 0.0017168, 0.0000019, 0.0369780
74.9000000, 0.0015534, 0.0000015, 0.0354398
75.0000000, 0.0017445, 0.0000013, 0.0354658
75.1000000, 0.0018773, 0.0000013, 0.0338420
75.2000000, 0.0016531, 0.0000015, 0.0330968
75.3000000, 0.0019662, 0.0000014, 0.0302833
75.4000000, 0.0016724, 0.0000010, 0.0328160
75.5000000, 0.0015435, 0.0000012, 0.0339972
75.6000000, 0.0012923, 0.0000011, 0.0424629
75.7000000, 0.0016278, 0.0000012, 0.0354744
75.8000000, 0.0014373, 0.0000010, 0.0353674
75.9000000, 0.0014889, 0.0000010, 0.0307482
76.0000000, 0.0012589, 0.0000009, 0.0343869
76.1000000, 0.0012477, 0.0000009, 0.0317967
76.2000000, 0.0012529, 0.0000009, 0.0317713
76.3000000, 0.0010885, 0.0000008, 0.0394914
76.4000000, 0.0012907, 0.0000008, 0.0314252
76.5000000, 0.0012131, 0.0000008, 0.0302308
76.6000000, 0.0010956, 0.0000006, 0.0374731
76.7000000, 0.0011388, 0.0000006, 0.0298288
76.8000000, 0.0010595, 0.0000008, 0.0338793
76.9000000, 0.0011756, 0.0000007, 0.0327291
77.0000000, 0.0011129, 0.0000007, 0.0331595
77.1000000, 0.0010446, 0.0000007, 0.0287403
77.2000000, 0.0011543, 0.0000006, 0.0317687
77.3000000, 0.0009576, 0.0000007, 0.0333741
77.4000000, 0.0011340, 0.0000005, 0.0251053
77.5000000, 0.0007759, 0.0000005, 0.0253474
77.6000000, 0.0007645, 0.0000005, 0.0260577
77.7000000, 0.0007214, 0.0000004, 0.0283790
77.8000000, 0.0008664, 0.0000005, 0.0310574
77.9000000, 0.0006829, 0.0000005, 0.0311725
78.0000000, 0.0008768, 0.0000003, 0.0215960
78.1000000, 0.0008045, 0.0000004, 0.0316641
78.2000000, 0.0006686, 0.0000004, 0.0231946
78.3000000, 0.0007407, 0.0000004, 0.0270173
78.4000000, 0.0008093, 0.0000003, 0.0274478
78.5000000, 0.0007185, 0.0000003, 0.0296409
78.6000000, 0.0006559, 0.0000003, 0.0277028
78.7000000, 0.0005802, 0.0000003, 0.0315366
78.8000000, 0.0006309, 0.0000003, 0.0241970
78.9000000, 0.0005560, 0.0000003, 0.0295244
79.0000000, 0.0005101, 0.0000003, 0.0223272
79.1000000, 0.0005409, 0.0000002, 0.0269793
79.2000000, 0.0005369, 0.0000002, 0.0232956
79.3000000, 0.0005292, 0.0000002, 0.0272455
79.4000000, 0.0005381, 0.0000002, 0.0230864
79.5000000, 0.0005318, 0.0000002, 0.0276694
79.6000000, 0.0004978, 0.0000002, 0.0245315
79.7000000, 0.0004433, 0.0000002, 0.0275199
79.8000000, 0.0004352, 0.0000002, 0.0251607
79.9000000, 0.0004643, 0.0000002, 0.0258970
80.0000000, 0.0004347, 0.0000002, 0.0291906
80.1000000, 0.0003632, 0.0000001, 0.0220566
80.2000000, 0.0003893, 0.0000002, 0.0263261
80.3000000, 0.0003474, 0.0000001, 0.0225530
80.4000000, 0.0003544, 0.0000001, 0.0219527
80.5000000, 0.0004064, 0.0000001, 0.0237910
80.6000000, 0.0003614, 0.0000001, 0.0166055
80.7000000, 0.0003636, 0.0000001, 0.0233552
80.8000000, 0.0003704, 0.0000001, 0.0197066
80.9000000, 0.0003485, 0.0000001, 0.0185910
81.0000000, 0.0004033, 0.0000001, 0.0214424
81.1000000, 0.0003112, 0.0000001, 0.0235930
81.2000000, 0.0003360, 0.0000001, 0.0231679
81.3000000, 0.0003053, 0.0000001, 0.0222178
81.4000000, 0.0002955, 0.0000001, 0.0238308
81.5000000, 0.0003051, 0.0000001, 0.0198784
81.6000000, 0.0002432, 0.0000001, 0.0215598
81.7000000, 0.0002403, 0.0000001, 0.0209018
81.8000000, 0.0002298, 0.0000001, 0.0218650
81.9000000, 0.0001804, 0.0000001, 0.0236441
82.0000000, 0.0002502, 0.0000001, 0.0238057
82.1000000, 0.0002623, 0.0000001, 0.0172918
82.2000000, 0.0002485, 0.0000000, 0.0145400
82.3000000, 0.0002046, 0.0000000, 0.0162716
82.4000000, 0.0002325, 0.0000000, 0.0160829
82.5000000, 0.0002008, 0.0000000, 0.0148778
82.6000000, 0.0002036, 0.0000000, 0.0194004
82.7000000, 0.0002135, 0.0000000, 0.0190128
82.8000000, 0.0001840, 0.0000000, 0.0188525
82.9000000, 0.0001522, 0.0000000, 0.0179539
83.0000000, 0.0001639, 0.0000000, 0.0186053
83.1000000, 0.0001499, 0.0000000, 0.0201883
83.2000000, 0.0001751, 0.0000000, 0.0142760
83.3000000, 0.0001389, 0.0000000, 0.0165004
83.4000000, 0.0001651, 0.0000000, 0.0161531
83.5000000, 0.0001343, 0.0000000, 0.0180171
83.6000000, 0.0001384, 0.0000000, 0.0152664
83.7000000, 0.0001179, 0.0000000, 0.0114759
83.8000000, 0.0001241, 0.0000000, 0.0140047
83.9000000, 0.0001222, 0.0000000, 0.0139519
84.0000000, 0.0001139, 0.0000000, 0.0150048
84.1000000, 0.0001224, 0.0000000, 0.0143244
84.2000000, 0.0001181, 0.0000000, 0.0158582
84.3000000, 0.0001228, 0.0000000, 0.0170116
84.4000000, 0.0000951, 0.0000000, 0.0136299
84.5000000, 0.0000910, 0.0000000, 0.0155499
84.6000000, 0.0000997, 0.0000000, 0.0125212
84.7000000, 0.0001049, 0.0000000, 0.0148597
84.8000000, 0.0000964, 0.0000000, 0.0135414
84.9000000, 0.0000997, 0.0000000, 0.0133465
85.0000000, 0.0000769, 0.0000000, 0.0120207
85.1000000, 0.0000828, 0.0000000, 0.0133650
85.2000000, 0.0000895, 0.0000000, 0.0126712
85.3000000, 0.0000769, 0.0000000, 0.0131708
85.4000000, 0.0000844, 0.0000000, 0.0122784
85.5000000, 0.0000619, 0.0000000, 0.0120868
85.6000000, 0.0000691, 0.0000000, 0.0119456
85.7000000, 0.0000697, 0.0000000, 0.0111655
85.8000000, 0.0000714, 0.0000000, 0.0123532
85.9000000, 0.0000641, 0.0000000, 0.0127094
86.0000000, 0.0000571, 0.0000000, 0.0118654
86.1000000, 0.0000728, 0.0000000, 0.0095217
86.2000000, 0.0000580, 0.0000000, 0.0092386
86.3000000, 0.0000583, 0.0000000, 0.0112432
86.4000000, 0.0000576, 0.0000000, 0.0090658
86.5000000, 0.0000577, 0.0000000, 0.0098103
86.6000000, 0.0000589, 0.0000000, 0.0110222
86.7000000, 0.0000407, 0.0000000, 0.0099223
86.8000000, 0.0000405, 0.0000000, 0.0100769
86.9000000, 0.0000432, 0.0000000, 0.0096856
87.0000000, 0.0000425, 0.0000000, 0.0098349
87.1000000, 0.0000416, 0.0000000, 0.0074995
87.2000000, 0.0000357, 0.0000000, 0.0080080
87.3000000, 0.0000398, 0.0000000, 0.0100952
87.4000000, 0.0000358, 0.0000000, 0.0094720
87.5000000, 0.0000387, 0.0000000, 0.0090298
87.6000000, 0.0000362, 0.0000000, 0.0090573
87.7000000, 0.0000287, 0.0000000, 0.0089907
87.8000000, 0.0000333, 0.0000000, 0.0084849
87.9000000, 0.0000287, 0.0000000, 0.0073351
88.0000000, 0.0000327, 0.0000000, 0.0069802
88.1000000, 0.0000290, 0.0000000, 0.0084337
88.2000000, 0.0000329, 0.0000000, 0.0063851
88.3000000, 0.0000252, 0.0000000, 0.0078860
88.4000000, 0.0000242, 0.0000000, 0.0071611
88.5000000, 0.0000289, 0.0000000, 0.0078552
88.6000000, 0.0000229, 0.0000000, 0.0078795
88.7000000, 0.0000204, 0.0000000, 0.0064800
88.8000000, 0.0000210, 0.0000000, 0.0066531
88.9000000, 0.0000216, 0.0000000, 0.0056967
89.0000000, 0.0000196, 0.0000000, 0.0061124
89.1000000, 0.0000178, 0.0000000, 0.0062594
89.2000000, 0.0000183, 0.0000000, 0.0051459
89.3000000, 0.0000183, 0.0000000, 0.0064718
89.4000000, 0.0000169, 0.0000000, 0.0063651
89.5000000, 0.0000199, 0.0000000, 0.0056374
89.6000000, 0.0000156, 0.0000000, 0.0050467
89.7000000, 0.0000166, 0.0000000, 0.0051274
89.8000000, 0.0000138, 0.0000000, 0.0050129
89.9000000, 0.0000140, 0.0000000, 0.0060022
90.0000000, 0.0000144, 0.0000000, 0.0046704
90.1000000, 0.0000116, 0.0000000, 0.0053091
90.2000000, 0.0000116, 0.0000000, 0.0058681
90.3000000, 0.0000135, 0.0000000, 0.0042987
90.4000000, 0.0000104, 0.0000000, 0.0047066
90.5000000, 0.0000101, 0.0000000, 0.0045473
90.6000000, 0.0000098, 0.0000000, 0.0050457
90.7000000, 0.0000097, 0.0000000, 0.0049412
90.8000000, 0.0000110, 0.0000000, 0.0041218
90.9000000, 0.0000084, 0.0000000, 0.0047598
91.0000000, 0.0000092, 0.0000000, 0.0043259
91.1000000, 0.0000098, 0.0000000, 0.0046944
91.2000000, 0.0000090, 0.0000000, 0.0037972
91.3000000, 0.0000086, 0.0000000, 0.0040870
91.4000000, 0.0000085, 0.0000000, 0.0042638
91.5000000, 0.0000071, 0.0000000, 0.0040103
91.6000000, 0.0000072, 0.0000000, 0.0038151
91.7000000, 0.0000064, 0.0000000, 0.0029621
91.8000000, 0.0000066, 0.0000000, 0.0039622
91.9000000, 0.0000063, 0.0000000, 0.0034347
92.0000000, 0.0000050, 0.0000000, 0.0039063
92.1000000, 0.0000065, 0.0000000, 0.0038050
92.2000000, 0.0000047, 0.0000000, 0.0036993
92.3000000, 0.0000059, 0.0000000, 0.0036267
92.4000000, 0.0000044, 0.0000000, 0.0028203
92.5000000, 0.0000054, 0.0000000, 0.0038532
92.6000000, 0.0000053, 0.0000000, 0.0027806
92.7000000, 0.0000044, 0.0000000, 0.0027151
92.8000000, 0.0000045, 0.0000000, 0.0028936
92.9000000, 0.0000035, 0.0000000, 0.0026952
93.0000000, 0.0000044, 0.0000000, 0.0033714
93.1000000, 0.0000034, 0.0000000, 0.0027963
93.2000000, 0.0000034, 0.0000000, 0.0025735
93.3000000, 0.0000034, 0.0000000, 0.0024278
93.4000000, 0.0000032, 0.0000000, 0.0023728
93.5000000, 0.0000036, 0.0000000, 0.0027492
93.6000000, 0.0000025, 0.0000000, 0.0025447
93.7000000, 0.0000027, 0.0000000, 0.0023307
93.8000000, 0.0000027, 0.0000000, 0.0025868
93.9000000, 0.0000025, 0.0000000, 0.0020406
94.0000000, 0.0000027, 0.0000000, 0.0023915
94.1000000, 0.0000027, 0.0000000, 0.0019138
94.2000000, 0.0000019, 0.0000000, 0.0025456
94.3000000, 0.0000019, 0.0000000, 0.0021037
94.4000000, 0.0000018, 0.0000000, 0.0018688
94.5000000, 0.0000022, 0.0000000, 0.0020714
94.6000000, 0.0000019, 0.0000000, 0.0019739
94.7000000, 0.0000020, 0.0000000, 0.0016613
94.8000000, 0.0000016, 0.0000000, 0.0018681
94.9000000, 0.0000018, 0.0000000, 0.0016889
95.0000000, 0.0000018, 0.0000000, 0.0016432
95.1000000, 0.0000016, 0.0000000, 0.0017061
95.2000000, 0.0000016, 0.0000000, 0.0015032
95.3000000, 0.0000013, 0.0000000, 0.0016708
95.4000000, 0.0000013, 0.0000000, 0.0014800
95.5000000, 0.0000013, 0.0000000, 0.0015710
95.6000000, 0.0000012, 0.0000000, 0.0011498
95.7000000, 0.0000013, 0.0000000, 0.0015757
95.8000000, 0.0000012, 0.0000000, 0.0017542
95.9000000, 0.0000012, 0.0000000, 0.0014193
96.0000000, 0.0000010, 0.0000000, 0.0012038
96.1000000, 0.0000009, 0.0000000, 0.0013114
96.2000000, 0.0000011, 0.0000000, 0.0014197
96.3000000, 0.0000009, 0.0000000, 0.0012347
96.4000000, 0.0000008, 0.0000000, 0.0011102
96.5000000, 0.0000009, 0.0000000, 0.0011780
96.6000000, 0.0000010, 0.0000000, 0.0012946
96.7000000, 0.0000008, 0.0000000, 0.0010612
96.8000000, 0.0000007, 0.0000000, 0.0010626
96.9000000, 0.0000006, 0.0000000, 0.0010601
97.0000000, 0.0000007, 0.0000000, 0.0012785
97.1000000, 0.0000005, 0.0000000, 0.0011704
97.2000000, 0.0000006, 0.0000000, 0.0009279
97.3000000, 0.0000007, 0.0000000, 0.0010009
97.4000000, 0.0000006, 0.0000000, 0.0011003
97.5000000, 0.0000006, 0.0000000, 0.0010604
97.6000000, 0.0000005, 0.0000000, 0.0008254
97.7000000, 0.0000005, 0.0000000, 0.0010436
97.8000000, 0.0000005, 0.0000000, 0.0008402
97.9000000, 0.0000004, 0.0000000, 0.0007034
98.0000000, 0.0000004, 0.0000000, 0.0008845
98.1000000, 0.0000003, 0.0000000, 0.0007723
98.2000000, 0.0000004, 0.0000000, 0.0006920
98.3000000, 0.0000004, 0.0000000, 0.0006114
98.4000000, 0.0000003, 0.0000000, 0.0007255
98.5000000, 0.0000003, 0.0000000, 0.0006532
98.6000000, 0.0000003, 0.0000000, 0.0006598
98.7000000, 0.0000002, 0.0000000, 0.0007085
98.8000000, 0.0000003, 0.0000000, 0.0005414
98.9000000, 0.0000003, 0.0000000, 0.0006503
99.0000000, 0.0000003, 0.0000000, 0.0005429
99.1000000, 0.0000002, 0.0000000, 0.0006279
99.2000000, 0.0000002, 0.0000000, 0.0005476
99.3000000, 0.0000002, 0.0000000, 0.0005141
99.4000000, 0.0000002, 0.0000000, 0.0005182
99.5000000, 0.0000002, 0.0000000, 0.0004830
99.6000000, 0.0000002, 0.0000000, 0.0004809
99.7000000, 0.0000002, 0.0000000, 0.0005090
99.8000000, 0.0000002, 0.0000000, 0.0004477
99.9000000, 0.0000002, 0.0000000, 0.0004637
