#Funktionen
#        x,    Func 1,    Func 2,    Func 3
54.6000000, 0.0342410, 0.0080669, 0.0137547
54.7000000, 0.0336675, 0.0076894, 0.0137023
54.8000000, 0.0302122, 0.0079330, 0.0133885
54.9000000,          ,          , 0.0135607
55.0000000, 0.0370555, 0.0080822, 0.0139787
55.1000000, 0.0371252, 0.0077115, 0.0113976
55.2000000, 0.0344239, 0.0078903, 0.0126414
55.3000000, 0.0363460, 0.0079670, 0.0119455
55.4000000, 0.0360105,          , 0.0129775
55.5000000, 0.0353744, 0.0077151, 0.0117599
55.6000000, 0.0363210, 0.0076871, 0.0121839
55.7000000, 0.0347475, 0.0072370, 0.0117614
55.8000000, 0.0338350, 0.0070166, 0.0119809
55.9000000, 0.0389402, 0.0076082, 0.0108875
56.0000000,          , 0.0082117,          
56.1000000,          , 0.0084519, 0.0100360
56.2000000, 0.0383558, 0.0087210, 0.0114332
56.3000000, 0.0362224, 0.0076602, 0.0106548
56.4000000, 0.0366503, 0.0085692, 0.0102849
56.5000000,          , 0.0082574, 0.0096508
56.6000000, 0.0361904, 0.0077781, 0.0094284
56.7000000, 0.0377960, 0.0079114, 0.0091630
56.8000000, 0.0369885,          , 0.0098582
56.9000000, 0.0356899, 0.0081053, 0.0101492
57.0000000, 0.0380295, 0.0082866,          
57.1000000, 0.0397194,          , 0.0084896
57.2000000, 0.0390918, 0.0081709, 0.0093562
57.3000000, 0.0387811, 0.0078102, 0.0086792
57.4000000, 0.0390518, 0.0072255, 0.0092288
57.5000000, 0.0377813, 0.0072797, 0.0085102
57.6000000, 0.0382938, 0.0080493, 0.0072680
57.7000000, 0.0393916, 0.0073616, 0.0088110
57.8000000,          , 0.0068925,          
57.9000000, 0.0372979, 0.0076915, 0.0079576
58.0000000, 0.0386839, 0.0078266,          
58.1000000,          , 0.0073334,          
58.2000000, 0.0444149, 0.0080855, 0.0070060
58.3000000, 0.0344775, 0.0082301, 0.0074462
58.4000000, 0.0396236, 0.0076921, 0.0072146
58.5000000, 0.0411286,          , 0.0070438
58.6000000, 0.0418832, 0.0076147, 0.0067727
58.7000000, 0.0358861, 0.0083628, 0.0062462
58.8000000, 0.0399791, 0.0075013, 0.0071713
58.9000000, 0.0366616, 0.0082556, 0.0063994
59.0000000, 0.0407331, 0.0079047, 0.0063938
59.1000000, 0.0411932, 0.0076750, 0.0059490
59.2000000,          , 0.0076353,          
59.3000000, 0.0397021, 0.0086512, 0.0063382
59.4000000, 0.0393752, 0.0078763,          
59.5000000, 0.0404802, 0.0079338, 0.0061290
59.6000000,          , 0.0074230, 0.0058719
59.7000000, 0.0369979, 0.0077126, 0.0057706
59.8000000, 0.0431093, 0.0083971, 0.0053741
59.9000000, 0.0413895, 0.0075111, 0.0060052
60.0000000, 0.0404592, 0.0085442, 0.0051409
60.1000000, 0.0386918, 0.0073814, 0.0054462
60.2000000,          , 0.0081528, 0.0053629
60.3000000, 0.0406550, 0.0072803, 0.0049353
60.4000000, 0.0413555, 0.0081198, 0.0049487
60.5000000, 0.0394562, 0.0081487, 0.0045247
60.6000000,          , 0.0085853,          
60.7000000, 0.0395722, 0.0076700, 0.0045353
60.8000000, 0.0404014, 0.0085754, 0.0043855
60.9000000, 0.0431471, 0.0076391, 0.0044687
61.0000000, 0.0385213,          , 0.0042713
61.1000000, 0.0412872, 0.0071722, 0.0038984
61.2000000, 0.0443235, 0.0079851,          
61.3000000, 0.0414172, 0.0069229, 0.0039895
61.4000000, 0.0403211, 0.0071605,          
61.5000000, 0.0405750, 0.0075163, 0.0038883
61.6000000, 0.0395295, 0.0076229, 0.0037453
61.7000000, 0.0389623,          , 0.0038604
61.8000000, 0.0392874, 0.0076719, 0.0037893
61.9000000, 0.0389885,          ,          
62.0000000,          , 0.0072651, 0.0035163
62.1000000, 0.0380390,          , 0.0036479
62.2000000,          , 0.0074458, 0.0034441
62.3000000, 0.0377869, 0.0069362,          
62.4000000,          , 0.0077877, 0.0032938
62.5000000, 0.0392376, 0.0082166, 0.0031448
62.6000000, 0.0432607, 0.0073184, 0.0031025
62.7000000,          , 0.0076510, 0.0028440
62.8000000, 0.0386057, 0.0077217, 0.0029539
62.9000000, 0.0394076, 0.0082172,          
63.0000000, 0.0361005, 0.0070772, 0.0027388
63.1000000, 0.0402893,          ,          
63.2000000, 0.0333156, 0.0080795, 0.0027866
63.3000000, 0.0384400, 0.0077120, 0.0025355
63.4000000, 0.0361024,          , 0.0024309
63.5000000, 0.0408536, 0.0075436, 0.0026005
63.6000000, 0.0387949, 0.0080636, 0.0023386
63.7000000, 0.0373653,          , 0.0022035
63.8000000, 0.0360925, 0.0076606, 0.0023115
63.9000000, 0.0342920, 0.0079737, 0.0023431
64.0000000, 0.0393327, 0.0076311, 0.0022190
64.1000000,          ,          , 0.0022250
64.2000000, 0.0344109, 0.0071947, 0.0021700
64.3000000,          , 0.0081967, 0.0021080
64.4000000, 0.0367409, 0.0074950, 0.0019535
64.5000000, 0.0373090,          , 0.0017633
64.6000000,          , 0.0076713, 0.0019898
64.7000000, 0.0365093, 0.0076137, 0.0020793
64.8000000, 0.0347394, 0.0073470, 0.0020283
64.9000000, 0.0364117, 0.0081810, 0.0018464
65.0000000, 0.0344031, 0.0081482, 0.0018604
65.1000000, 0.0348255, 0.0075677, 0.0017201
65.2000000, 0.0316971, 0.0074395,          
65.3000000, 0.0334218, 0.0073318, 0.0015589
65.4000000, 0.0381616, 0.0080065,          
65.5000000, 0.0338607, 0.0084048, 0.0015748
65.6000000, 0.0339561, 0.0075848, 0.0014777
65.7000000, 0.0336029, 0.0074376, 0.0014030
65.8000000, 0.0324498, 0.0077646, 0.0013520
65.9000000, 0.0336522, 0.0077528, 0.0013946
66.0000000, 0.0343693, 0.0078781, 0.0013489
66.1000000, 0.0312608, 0.0078682, 0.0014025
66.2000000, 0.0330916, 0.0074240, 0.0012061
66.3000000,          , 0.0077781, 0.0012600
66.4000000,          , 0.0083767, 0.0013430
66.5000000, 0.0342773, 0.0075609, 0.0012427
66.6000000, 0.0358463, 0.0076919, 0.0010613
66.7000000, 0.0337276, 0.0078458, 0.0011445
66.8000000, 0.0310188, 0.0073262, 0.0011304
66.9000000, 0.0319860,          , 0.0009986
67.0000000,          , 0.0074445, 0.0010180
67.1000000, 0.0341942, 0.0074227, 0.0009905
67.2000000,          , 0.0076017, 0.0010436
67.3000000, 0.0282853, 0.0078890, 0.0009946
67.4000000, 0.0337467, 0.0078405, 0.0009775
67.5000000, 0.0283629, 0.0072673, 0.0008927
67.6000000, 0.0319263,          ,          
67.7000000, 0.0282206, 0.0076854, 0.0008285
67.8000000, 0.0286209, 0.0079584, 0.0008602
67.9000000, 0.0323112, 0.0069787,          
68.0000000, 0.0291705, 0.0075435, 0.0008965
68.1000000, 0.0261530, 0.0070073, 0.0008125
68.2000000,          , 0.0078058, 0.0007421
68.3000000, 0.0284630, 0.0078857, 0.0007365
68.4000000,          ,          ,          
68.5000000, 0.0271194, 0.0075639, 0.0007374
68.6000000, 0.0279270, 0.0083936, 0.0006397
68.7000000, 0.0257687, 0.0075018, 0.0006800
68.8000000, 0.0269588, 0.0071083, 0.0005893
68.9000000, 0.0262893, 0.0076363, 0.0006154
69.0000000, 0.0258499, 0.0076582,          
69.1000000, 0.0279853, 0.0077662, 0.0005782
69.2000000, 0.0242858, 0.0070748, 0.0005737
69.3000000, 0.0262938, 0.0074099,          
69.4000000, 0.0250212, 0.0071986, 0.0005443
69.5000000, 0.0261175, 0.0075947, 0.0005411
69.6000000, 0.0250439,          , 0.0004783
69.7000000, 0.0232234, 0.0075797, 0.0005034
69.8000000,          , 0.0072063, 0.0005014
69.9000000,          ,          ,          
70.0000000, 0.0206774, 0.0070420, 0.0003980
70.1000000, 0.0249781, 0.0072904, 0.0004310
70.2000000, 0.0242316, 0.0074157, 0.0004427
70.3000000, 0.0233723,          , 0.0003453
70.4000000, 0.0218149, 0.0070876, 0.0004148
70.5000000, 0.0239589, 0.0075760, 0.0003732
70.6000000,          , 0.0076283, 0.0003560
70.7000000, 0.0211479, 0.0071229, 0.0003484
70.8000000, 0.0216388, 0.0079390, 0.0003804
70.9000000, 0.0210074, 0.0077835, 0.0003348
71.0000000, 0.0217183, 0.0073025, 0.0003442
71.1000000, 0.0197437, 0.0069645, 0.0003238
71.2000000, 0.0218191, 0.0078860, 0.0002990
71.3000000, 0.0199742, 0.0071455,          
71.4000000,          , 0.0078391, 0.0002805
71.5000000, 0.0222731, 0.0071640, 0.0002727
71.6000000, 0.0199287, 0.0074968, 0.0002750
71.7000000, 0.0205794, 0.0072392, 0.0002571
71.8000000, 0.0200976, 0.0078782, 0.0002790
71.9000000, 0.0202012, 0.0075863, 0.0002438
72.0000000,          , 0.0075765, 0.0002354
72.1000000, 0.0187816, 0.0070154, 0.0002267
72.2000000, 0.0202033, 0.0073222, 0.0002376
72.3000000, 0.0185456, 0.0068887, 0.0002179
72.4000000, 0.0196519, 0.0072087, 0.0001927
72.5000000, 0.0181374, 0.0073314, 0.0002226
72.6000000, 0.0185066, 0.0068403, 0.0001991
72.7000000, 0.0193036,          , 0.0001954
72.8000000, 0.0183976, 0.0077166, 0.0002045
72.9000000, 0.0171046,          , 0.0001787
73.0000000,          ,          , 0.0001752
73.1000000, 0.0167828, 0.0068277, 0.0001648
73.2000000, 0.0166750, 0.0069633,          
73.3000000, 0.0177080, 0.0072778, 0.0001496
73.4000000, 0.0175991, 0.0072545, 0.0001629
73.5000000, 0.0158904,          , 0.0001549
73.6000000, 0.0164839, 0.0070475, 0.0001373
73.7000000, 0.0148384,          , 0.0001250
73.8000000,          ,          , 0.0001394
73.9000000, 0.0147234,          , 0.0001175
74.0000000, 0.0137232,          ,          
74.1000000, 0.0158655,          , 0.0001064
74.2000000, 0.0147356, 0.0072172, 0.0001161
74.3000000, 0.0155337, 0.0074094,          
74.4000000, 0.0139413, 0.0070139, 0.0001031
74.5000000, 0.0141253, 0.0064235,          
74.6000000, 0.0136339, 0.0070783, 0.0000953
74.7000000,          , 0.0067151, 0.0000942
74.8000000, 0.0134078, 0.0065891, 0.0000995
74.9000000, 0.0123743, 0.0071633, 0.0000915
75.0000000, 0.0131141, 0.0068921, 0.0000812
75.1000000, 0.0127712, 0.0070235, 0.0000837
75.2000000, 0.0130806, 0.0064161,          
75.3000000,          , 0.0065897, 0.0000740
75.4000000,          ,          , 0.0000774
75.5000000, 0.0128677, 0.0069322, 0.0000735
75.6000000, 0.0110049, 0.0064885, 0.0000709
75.7000000, 0.0124603,          , 0.0000658
75.8000000, 0.0112333, 0.0070629, 0.0000665
75.9000000, 0.0121229, 0.0070597, 0.0000589
76.0000000, 0.0115037, 0.0073131, 0.0000646
76.1000000, 0.0112450, 0.0065798,          
76.2000000, 0.0112997, 0.0070760, 0.0000558
76.3000000, 0.0107515, 0.0070034, 0.0000590
76.4000000, 0.0106171,          , 0.0000548
76.5000000, 0.0098280, 0.0066103, 0.0000514
76.6000000, 0.0096055, 0.0071794, 0.0000504
76.7000000, 0.0096059,          , 0.0000460
76.8000000, 0.0100624, 0.0071327, 0.0000454
76.9000000, 0.0099822, 0.0065063, 0.0000466
77.0000000, 0.0088528, 0.0073513, 0.0000457
77.1000000, 0.0090445, 0.0072070, 0.0000391
77.2000000, 0.0085442, 0.0067428, 0.0000409
77.3000000, 0.0094451, 0.0071633, 0.0000327
77.4000000, 0.0099033, 0.0067253, 0.0000367
77.5000000, 0.0079117, 0.0070264, 0.0000362
77.6000000,          , 0.0069389,          
77.7000000, 0.0083641, 0.0075370, 0.0000330
77.8000000,          , 0.0073686, 0.0000335
77.9000000, 0.0081411, 0.0071289, 0.0000298
78.0000000,          , 0.0067247, 0.0000337
78.1000000, 0.0081042, 0.0069588, 0.0000284
78.2000000, 0.0075560, 0.0068991, 0.0000274
78.3000000, 0.0067108, 0.0063491,          
78.4000000,          , 0.0065453, 0.0000253
78.5000000, 0.0070015, 0.0069365, 0.0000236
78.6000000, 0.0065635, 0.0065741, 0.0000264
78.7000000, 0.0075364, 0.0068476, 0.0000227
78.8000000, 0.0065466, 0.0063805, 0.0000222
78.9000000, 0.0072688,          ,          
79.0000000,          , 0.0066495, 0.0000197
79.1000000, 0.0064523, 0.0066460,          
79.2000000, 0.0062119, 0.0068912,          
79.3000000, 0.0061702, 0.0063935, 0.0000179
79.4000000, 0.0059083, 0.0070199, 0.0000176
79.5000000, 0.0061073, 0.0069175, 0.0000162
79.6000000, 0.0059522, 0.0071041, 0.0000172
79.7000000, 0.0057115, 0.0065744,          
79.8000000,          , 0.0069975, 0.0000138
79.9000000, 0.0057445, 0.0068390, 0.0000148
80.0000000, 0.0054066, 0.0067300, 0.0000136
80.1000000, 0.0053763, 0.0065409, 0.0000125
80.2000000,          , 0.0065945, 0.0000114
80.3000000, 0.0051519, 0.0071247, 0.0000124
80.4000000, 0.0050325,          , 0.0000115
80.5000000, 0.0050889, 0.0070565, 0.0000107
80.6000000, 0.0047386, 0.0065293, 0.0000096
80.7000000, 0.0045532, 0.0069851, 0.0000100
80.8000000, 0.0049806, 0.0063051, 0.0000102
80.9000000, 0.0045510, 0.0064297, 0.0000089
81.0000000, 0.0043746, 0.0064352, 0.0000098
81.1000000, 0.0042672, 0.0063265, 0.0000085
81.2000000, 0.0046024, 0.0069897, 0.0000084
81.3000000, 0.0040287, 0.0069126,          
81.4000000, 0.0041255, 0.0063552, 0.0000075
81.5000000, 0.0035616, 0.0064683, 0.0000073
81.6000000, 0.0038418, 0.0065144, 0.0000070
81.7000000, 0.0041253, 0.0063109, 0.0000068
81.8000000, 0.0037103, 0.0061977, 0.0000060
81.9000000, 0.0038692,          , 0.0000064
82.0000000, 0.0032631, 0.0058237, 0.0000059
82.1000000, 0.0037273, 0.0057306, 0.0000054
82.2000000, 0.0033940, 0.0062144, 0.0000051
82.3000000, 0.0030167,          , 0.0000048
82.4000000, 0.0030009, 0.0069278, 0.0000049
82.5000000, 0.0034113, 0.0061195, 0.0000046
82.6000000, 0.0031380, 0.0058785, 0.0000041
82.7000000, 0.0029459, 0.0068310, 0.0000044
82.8000000, 0.0030495, 0.0062358, 0.0000042
82.9000000, 0.0028679, 0.0058762, 0.0000041
83.0000000, 0.0025623, 0.0065720, 0.0000037
83.1000000, 0.0028710, 0.0062889, 0.0000036
83.2000000,          , 0.0060656, 0.0000034
83.3000000, 0.0026078, 0.0064703, 0.0000036
83.4000000, 0.0026726, 0.0065163, 0.0000031
83.5000000, 0.0024667, 0.0066759, 0.0000029
83.6000000,          , 0.0065201, 0.0000031
83.7000000, 0.0025993, 0.0066188,          
83.8000000,          , 0.0064286, 0.0000027
83.9000000, 0.0022730, 0.0069000, 0.0000025
84.0000000,          ,          , 0.0000023
84.1000000, 0.0020799, 0.0058998, 0.0000025
84.2000000, 0.0022633, 0.0065589, 0.0000023
84.3000000, 0.0020581, 0.0064216, 0.0000021
84.4000000, 0.0020137, 0.0063294, 0.0000020
84.5000000,          , 0.0060336, 0.0000021
84.6000000, 0.0019546, 0.0066529, 0.0000019
84.7000000, 0.0019726, 0.0062874, 0.0000019
84.8000000, 0.0016595, 0.0061601, 0.0000017
84.9000000, 0.0017371, 0.0061832, 0.0000016
85.0000000,          , 0.0060556, 0.0000018
85.1000000, 0.0017925, 0.0066475,          
85.2000000, 0.0017238,          , 0.0000015
85.3000000, 0.0018249,          , 0.0000014
85.4000000, 0.0015815, 0.0068570, 0.0000013
85.5000000, 0.0015676, 0.0063247, 0.0000014
85.6000000, 0.0014050, 0.0062528, 0.0000012
85.7000000, 0.0014684, 0.0065677, 0.0000012
85.8000000, 0.0012979, 0.0065177, 0.0000011
85.9000000, 0.0013240, 0.0064262, 0.0000010
86.0000000, 0.0013672, 0.0061248, 0.0000009
86.1000000, 0.0012952, 0.0056586,          
86.2000000, 0.0012295, 0.0059137, 0.0000009
86.3000000, 0.0011088, 0.0060301, 0.0000008
86.4000000, 0.0012963, 0.0062243, 0.0000008
86.5000000, 0.0012473, 0.0061149,          
86.6000000, 0.0010628, 0.0058562, 0.0000008
86.7000000,          , 0.0059797, 0.0000008
86.8000000, 0.0010487, 0.0065659, 0.0000007
86.9000000, 0.0010070, 0.0059831, 0.0000006
87.0000000,          , 0.0060657, 0.0000007
87.1000000, 0.0009802, 0.0064564, 0.0000006
87.2000000, 0.0009752, 0.0056231, 0.0000006
87.3000000, 0.0009709,          ,          
87.4000000, 0.0009640, 0.0062179, 0.0000005
87.5000000, 0.0008517, 0.0060103, 0.0000005
87.6000000, 0.0008458, 0.0064426, 0.0000005
87.7000000, 0.0008770, 0.0058586, 0.0000004
87.8000000, 0.0008476, 0.0064766,          
87.9000000,          , 0.0056368, 0.0000004
88.0000000, 0.0007575, 0.0063145, 0.0000004
88.1000000, 0.0008087,          ,          
88.2000000, 0.0006449, 0.0055761, 0.0000004
88.3000000, 0.0007200, 0.0060559, 0.0000003
88.4000000, 0.0006861,          , 0.0000003
88.5000000, 0.0007247, 0.0054925, 0.0000003
88.6000000, 0.0006860,          , 0.0000003
88.7000000, 0.0006782, 0.0059441, 0.0000003
88.8000000, 0.0006288,          , 0.0000003
88.9000000, 0.0005672, 0.0063117,          
89.0000000, 0.0005609, 0.0058928, 0.0000003
89.1000000,          , 0.0059900, 0.0000002
89.2000000, 0.0005559, 0.0060563, 0.0000002
89.3000000, 0.0005398, 0.0060911, 0.0000002
89.4000000, 0.0005435, 0.0053753, 0.0000002
89.5000000, 0.0004779, 0.0055266, 0.0000002
89.6000000, 0.0004771, 0.0056391, 0.0000002
89.7000000, 0.0004926, 0.0055418,          
89.8000000,          , 0.0060202, 0.0000002
89.9000000, 0.0004575, 0.0054517, 0.0000002
90.0000000, 0.0004597, 0.0058828, 0.0000001
90.1000000, 0.0004396,          ,          
90.2000000, 0.0004213, 0.0057525, 0.0000001
90.3000000, 0.0003886, 0.0056861, 0.0000001
90.4000000, 0.0004068, 0.0057210,          
90.5000000, 0.0003821, 0.0056761, 0.0000001
90.6000000, 0.0003818,          , 0.0000001
90.7000000, 0.0003294, 0.0052762, 0.0000001
90.8000000, 0.0003445, 0.0054858,          
90.9000000, 0.0003006, 0.0058573, 0.0000001
91.0000000, 0.0003375, 0.0055659, 0.0000001
91.1000000, 0.0003072, 0.0054470, 0.0000001
91.2000000, 0.0003003, 0.0057189, 0.0000001
91.3000000, 0.0002920, 0.0056066, 0.0000001
91.4000000, 0.0002921, 0.0058695, 0.0000001
91.5000000, 0.0002902,          , 0.0000001
91.6000000, 0.0002982,          , 0.0000001
91.7000000, 0.0002500, 0.0056774, 0.0000001
91.8000000, 0.0002542, 0.0052845, 0.0000001
91.9000000, 0.0002477, 0.0058691, 0.0000001
92.0000000, 0.0002243,          , 0.0000000
92.1000000, 0.0002316,          , 0.0000001
92.2000000, 0.0002231, 0.0055848, 0.0000000
92.3000000, 0.0002048, 0.0053187, 0.0000000
92.4000000, 0.0001974,          , 0.0000000
92.5000000, 0.0002102, 0.0059868,          
92.6000000, 0.0002052, 0.0051701, 0.0000000
92.7000000, 0.0001952, 0.0054891, 0.0000000
92.8000000, 0.0001815, 0.0056377, 0.0000000
92.9000000, 0.0001650, 0.0053279, 0.0000000
93.0000000, 0.0001746, 0.0053631,          
93.1000000, 0.0001614,          , 0.0000000
93.2000000, 0.0001672, 0.0051773, 0.0000000
93.3000000, 0.0001419, 0.0052214, 0.0000000
93.4000000, 0.0001543, 0.0058620, 0.0000000
93.5000000, 0.0001464, 0.0052759, 0.0000000
93.6000000, 0.0001420, 0.0054853, 0.0000000
93.7000000, 0.0001258, 0.0052318, 0.0000000
93.8000000, 0.0001263, 0.0052269,          
93.9000000, 0.0001187, 0.0049755,          
94.0000000, 0.0001240, 0.0048618, 0.0000000
94.1000000, 0.0001253,          , 0.0000000
94.2000000, 0.0001019, 0.0054431, 0.0000000
94.3000000, 0.0001076, 0.0053319, 0.0000000
94.4000000, 0.0001039, 0.0051638, 0.0000000
94.5000000, 0.0001046, 0.0055572, 0.0000000
94.6000000,          , 0.0054412,          
94.7000000, 0.0000930, 0.0049610, 0.0000000
94.8000000,          , 0.0052333, 0.0000000
94.9000000, 0.0000926, 0.0051438, 0.0000000
95.0000000, 0.0000853, 0.0050867, 0.0000000
95.1000000,          , 0.0052981, 0.0000000
95.2000000,          , 0.0048663, 0.0000000
95.3000000, 0.0000809, 0.0054858, 0.0000000
95.4000000, 0.0000693, 0.0051441, 0.0000000
95.5000000, 0.0000815, 0.0053719, 0.0000000
95.6000000, 0.0000754, 0.0052599, 0.0000000
95.7000000, 0.0000768, 0.0052457, 0.0000000
95.8000000, 0.0000714,          ,          
95.9000000,          , 0.0052266, 0.0000000
96.0000000,          , 0.0051217, 0.0000000
96.1000000, 0.0000556,          , 0.0000000
96.2000000, 0.0000547, 0.0054029, 0.0000000
96.3000000, 0.0000514, 0.0046500, 0.0000000
96.4000000, 0.0000522, 0.0054645,          
96.5000000, 0.0000510, 0.0053456, 0.0000000
96.6000000, 0.0000480, 0.0051180, 0.0000000
96.7000000, 0.0000475, 0.0053443, 0.0000000
96.8000000,          , 0.0046416, 0.0000000
96.9000000, 0.0000429, 0.0052825, 0.0000000
97.0000000, 0.0000391, 0.0053267, 0.0000000
97.1000000, 0.0000393, 0.0052058, 0.0000000
97.2000000, 0.0000389, 0.0047606, 0.0000000
97.3000000, 0.0000374, 0.0054960, 0.0000000
97.4000000, 0.0000389, 0.0051824,          
97.5000000, 0.0000320, 0.0050679, 0.0000000
97.6000000, 0.0000370, 0.0050718, 0.0000000
97.7000000, 0.0000325, 0.0047702, 0.0000000
97.8000000, 0.0000303, 0.0050160, 0.0000000
97.9000000, 0.0000303, 0.0049640, 0.0000000
98.0000000, 0.0000292, 0.0052191, 0.0000000
98.1000000, 0.0000259, 0.0052252,          
98.2000000, 0.0000259, 0.0047532, 0.0000000
98.3000000, 0.0000256, 0.0047223, 0.0000000
98.4000000, 0.0000241, 0.0048826,          
98.5000000, 0.0000245, 0.0052091, 0.0000000
98.6000000, 0.0000235, 0.0052238, 0.0000000
98.7000000, 0.0000239, 0.0052804, 0.0000000
98.8000000, 0.0000232, 0.0049959, 0.0000000
98.9000000, 0.0000222, 0.0045902, 0.0000000
99.0000000, 0.0000186, 0.0047671, 0.0000000
99.1000000, 0.0000191,          , 0.0000000
99.2000000, 0.0000195,          , 0.0000000
99.3000000, 0.0000174, 0.0048220, 0.0000000
99.4000000, 0.0000169, 0.0052424, 0.0000000
99.5000000, 0.0000167, 0.0051413, 0.0000000
99.6000000, 0.0000147,          , 0.0000000
99.7000000, 0.0000137, 0.0048703, 0.0000000
99.8000000, 0.0000141, 0.0046120, 0.0000000
99.9000000, 0.0000137, 0.0048834, 0.0000000
