#Funktionen
#        x,    Func 1,    Func 2,    Func 3
 0.0000000, 0.0000000,-0.0000000
53.5000000,-0.1994569, 0.0824481, 4.9490860
53.6000000,-0.1708573, 0.0722233, 4.8609110
53.7000000,-0.1543235, 0.0723785, 3.4621293
53.8000000,-0.1796822, 0.0834166, 4.3643636
53.9000000,-0.1819492, 0.0795672, 4.3439497
54.0000000,-0.1860873, 0.0698970, 4.3949029
54.1000000,-0.1725546, 0.0701531, 3.7752140
54.2000000,-0.1564509, 0.0607604, 4.7083585
54.3000000,-0.1527601, 0.0659556, 5.2268041
54.4000000,-0.1498653, 0.0578723, 4.2376412
54.5000000,-0.1601084, 0.0615297, 3.7253892
54.6000000,-0.1639762, 0.0650053, 4.3934071
54.7000000,-0.1360137, 0.0625560, 4.9032171
54.8000000,-0.1817750, 0.0635115
54.9000000,-0.1691662, 0.0541627, 4.7063377
55.0000000,-0.1375968, 0.0548558, 5.1124066
55.1000000,-0.1368455, 0.0499812
55.2000000,-0.1514650, 0.0595208, 4.3755840
55.3000000,-0.1527949, 0.0494659, 5.3754904
55.4000000,-0.1286270, 0.0491817, 4.5210126
55.5000000,-0.1176233, 0.0541936, 3.9502998
55.6000000,-0.1294103, 0.0577271, 4.8525586
55.7000000,-0.1282614, 0.0531907, 5.4116666
55.8000000,-0.1380745, 0.0371281, 5.1207710
55.9000000,-0.1260829, 0.0477494, 4.2504241
56.0000000,-0.1201712, 0.0526663, 3.9281279
56.1000000,-0.0844157, 0.0517593, 4.6276781
56.2000000,-0.1219442, 0.0360011, 3.6769427
56.3000000,-0.1174296, 0.0418824, 4.4445498
56.4000000,-0.0930116, 0.0446880, 4.2965435
56.5000000,-0.1160580, 0.0476071, 4.3815148
56.6000000,-0.1110959, 0.0424577, 4.6261370
56.7000000,-0.1004326, 0.0373342, 4.0863706
56.8000000,-0.0745235, 0.0419555
56.9000000,-0.1081018, 0.0388560
57.0000000,-0.1064637, 0.0432395, 4.2279289
57.1000000,-0.0900902, 0.0335178, 4.3595564
57.2000000,-0.0857021, 0.0279956, 3.6920218
57.3000000,-0.0831446, 0.0335287
57.4000000,-0.0860930, 0.0403555, 3.5041206
57.5000000,-0.0795915, 0.0347598, 4.2519310
57.6000000,-0.0740867, 0.0328613, 4.1994709
57.7000000,-0.0658423, 0.0333036, 4.0545655
57.8000000,-0.0754917, 0.0280356, 4.1215403
57.9000000,-0.0629116, 0.0213194, 4.5760978
58.0000000,-0.0753668, 0.0269526, 3.4920975
58.1000000,-0.0759516, 0.0312283, 4.2018353
58.2000000,-0.0693103, 0.0242399, 4.7908011
58.3000000,-0.0629871, 0.0198251, 4.1046488
58.4000000,-0.0745801, 0.0281273, 4.7081289
58.5000000,-0.0568962, 0.0246179, 3.8612678
58.6000000,-0.0567165, 0.0245433
58.7000000,-0.0598585, 0.0229183, 4.1092377
58.8000000,-0.0573532, 0.0222261, 3.8478415
58.9000000,-0.0459105, 0.0234197, 4.3100320
59.0000000,-0.0485778, 0.0174948, 3.5154355
59.1000000,-0.0493783, 0.0207186, 4.1736032
59.2000000,-0.0572250, 0.0196493, 3.9574085
59.3000000,-0.0559465, 0.0194260, 3.7799546
59.4000000,-0.0371479, 0.0166423, 3.9246233
59.5000000,-0.0394929, 0.0182901, 4.1808744
59.6000000,-0.0395940, 0.0202632
59.7000000,-0.0380224, 0.0163128, 3.1268076
59.8000000,-0.0370666, 0.0167523, 3.5766715
59.9000000,-0.0333819, 0.0135655, 3.9933877
60.0000000,-0.0297505, 0.0139473, 4.0889944
60.1000000,-0.0357029, 0.0122286, 3.3173194
60.2000000,-0.0361487, 0.0134660, 3.5706694
60.3000000,-0.0234950, 0.0125440, 3.5119158
60.4000000,-0.0278840, 0.0110157, 3.6397175
60.5000000,-0.0277128, 0.0117523, 3.6158411
60.6000000,-0.0283295, 0.0110413, 2.9748091
60.7000000,-0.0227132, 0.0099285, 3.3439083
60.8000000,-0.0207394, 0.0089935, 3.6584286
60.9000000,-0.0189041, 0.0072765, 3.0803014
61.0000000,-0.0197798, 0.0086245, 4.0574756
61.1000000,-0.0206441, 0.0076836, 3.4052764
61.2000000,-0.0169929, 0.0080671
61.3000000,-0.0198171, 0.0055751, 3.8085443
61.4000000,-0.0149341, 0.0051926, 3.8997371
61.5000000,-0.0148227, 0.0054709, 3.5741177
61.6000000,-0.0149393, 0.0056219, 3.6281383
61.7000000,-0.0109624, 0.0043727, 3.6915076
61.8000000,-0.0120964, 0.0034442, 2.9957721
61.9000000,-0.0104012, 0.0035154
62.0000000,-0.0075510, 0.0036244, 3.1742572
62.1000000,-0.0079421, 0.0028221, 3.2111023
62.2000000,-0.0065639, 0.0022932, 2.9465156
62.3000000,-0.0050725, 0.0024231, 3.0816349
62.4000000,-0.0042347, 0.0017870, 3.3740256
62.5000000,-0.0031917, 0.0013180, 3.3246290
62.6000000,-0.0017901, 0.0009851, 3.6658892
62.7000000,-0.0012410, 0.0004887, 3.1996490
62.8000000,-0.0003080, 0.0001177, 3.2134716
62.9000000, 0.0006332,-0.0002246, 3.3592147
63.0000000, 0.0013269,-0.0006972
63.1000000, 0.0030442,-0.0009663, 3.2049049
63.2000000, 0.0029900,-0.0014232, 3.0284367
63.3000000, 0.0043683,-0.0018902, 3.0436091
63.4000000, 0.0049012,-0.0017304, 3.1159148
63.5000000, 0.0058651,-0.0025983, 2.8010979
63.6000000, 0.0077393,-0.0030593, 3.3087668
63.7000000, 0.0059269,-0.0031369, 3.6267954
63.8000000, 0.0083979,-0.0032877, 2.9006097
63.9000000, 0.0072307,-0.0032383
64.0000000, 0.0084618,-0.0042476
64.1000000, 0.0100160,-0.0038326, 2.7201968
64.2000000, 0.0122085,-0.0044212, 2.9295833
64.3000000, 0.0091077,-0.0055337, 2.6644400
64.4000000, 0.0131231,-0.0046531
64.5000000, 0.0120166,-0.0059246, 2.6206742
64.6000000, 0.0141808,-0.0046223, 3.1961617
64.7000000, 0.0129216,-0.0063973, 3.2745995
64.8000000, 0.0149313,-0.0058268, 2.8303256
64.9000000, 0.0142916,-0.0069254, 3.0996852
65.0000000, 0.0147618,-0.0070062, 2.7103829
65.1000000, 0.0170935,-0.0067919, 2.7986485
65.2000000, 0.0146649,-0.0062795, 2.8389226
65.3000000, 0.0166349,-0.0066501, 3.3124366
65.4000000, 0.0159821,-0.0086449, 2.6306549
65.5000000, 0.0192664,-0.0084436, 2.8565744
65.6000000, 0.0201902,-0.0072521, 2.8948779
65.7000000, 0.0190909,-0.0061225, 2.8258873
65.8000000, 0.0173504,-0.0077215, 3.2223414
65.9000000, 0.0250176,-0.0091457, 2.4859416
66.0000000, 0.0234507,-0.0088418, 2.7743072
66.1000000, 0.0224650,-0.0086856, 2.6652343
66.2000000, 0.0217364,-0.0083913
66.3000000, 0.0221503,-0.0087988
66.4000000, 0.0220742,-0.0100768, 2.5871527
66.5000000, 0.0246549,-0.0112654, 2.8926082
66.6000000, 0.0261440,-0.0105193, 2.7693864
66.7000000, 0.0263218,-0.0085530
66.8000000, 0.0240275,-0.0106093, 2.3754948
66.9000000, 0.0187469,-0.0101222, 2.7274547
67.0000000, 0.0242339,-0.0087919, 2.5433146
67.1000000, 0.0282095,-0.0118174, 2.5628757
67.2000000, 0.0240374,-0.0100846, 2.3575861
67.3000000, 0.0264354,-0.0107909, 2.5863663
67.4000000, 0.0222048,-0.0089455, 2.8840989
67.5000000, 0.0290399,-0.0100691, 2.8300830
67.6000000, 0.0275643,-0.0100515, 2.4194452
67.7000000, 0.0251500,-0.0094553, 2.0029091
67.8000000, 0.0283350,-0.0101119
67.9000000, 0.0288888,-0.0082731, 2.2489547
68.0000000, 0.0273018,-0.0110299, 1.7874569
68.1000000, 0.0213894,-0.0141045, 2.0039577
68.2000000, 0.0295683,-0.0125704, 2.4643011
68.3000000, 0.0285865,-0.0099592, 2.4517660
68.4000000, 0.0250060,-0.0101644, 2.0807268
68.5000000, 0.0261886,-0.0106016, 2.6381803
68.6000000, 0.0233249,-0.0113690, 1.8945086
68.7000000, 0.0304864,-0.0111564, 2.5111352
68.8000000, 0.0273752,-0.0123058, 2.3972917
68.9000000, 0.0308661,-0.0106634, 2.1788457
69.0000000, 0.0296559,-0.0133995, 2.2843200
69.1000000, 0.0270418,-0.0132785, 2.4560057
69.2000000, 0.0248865,-0.0124641, 1.9185554
69.3000000, 0.0314104,-0.0108951, 2.6372021
69.4000000, 0.0342495,-0.0118089, 2.5236516
69.5000000, 0.0294145,-0.0094699, 2.2745981
69.6000000, 0.0312712,-0.0115701
69.7000000, 0.0298235,-0.0100604
69.8000000, 0.0278277,-0.0118557
69.9000000, 0.0292864,-0.0109145, 2.1161663
70.0000000, 0.0282717,-0.0096688, 2.0736872
70.1000000, 0.0338662,-0.0130846, 1.9127147
70.2000000, 0.0301959,-0.0109047, 2.3524879
70.3000000, 0.0298954,-0.0123787, 1.9313012
70.4000000, 0.0291826,-0.0105161, 2.2154709
70.5000000, 0.0306809,-0.0105638, 2.2323787
70.6000000, 0.0280516,-0.0109642, 1.9638461
70.7000000, 0.0284218,-0.0130012, 2.4232701
70.8000000, 0.0294068,-0.0112937
70.9000000, 0.0310495,-0.0122623, 1.8569147
71.0000000, 0.0316969,-0.0117854
71.1000000, 0.0278570,-0.0130959, 2.1462287
71.2000000, 0.0299474,-0.0142167, 2.1304847
71.3000000, 0.0264220,-0.0122412, 1.9875576
71.4000000, 0.0294822,-0.0137923, 2.2428534
71.5000000, 0.0227338,-0.0122164, 2.0161891
71.6000000, 0.0374443,-0.0115838, 1.7255002
71.7000000, 0.0319330,-0.0102716, 1.9964423
71.8000000, 0.0298572,-0.0113384, 1.6025793
71.9000000, 0.0324579,-0.0128756, 1.5136238
72.0000000, 0.0323534,-0.0099971, 2.0404844
72.1000000, 0.0298386,-0.0119976, 1.5646232
72.2000000, 0.0282659,-0.0124414, 1.9650147
72.3000000, 0.0270042,-0.0119697, 1.8446472
72.4000000, 0.0310934,-0.0112194
72.5000000, 0.0292425,-0.0121609, 1.8435992
72.6000000, 0.0263439,-0.0105370, 2.0221545
72.7000000, 0.0286636,-0.0099509, 1.8367976
72.8000000, 0.0311838,-0.0110575
72.9000000, 0.0286557,-0.0103044
73.0000000, 0.0312970,-0.0106618, 1.8322093
73.1000000, 0.0294598,-0.0105359, 1.6637741
73.2000000, 0.0296959,-0.0119072, 1.6864648
73.3000000, 0.0283287,-0.0106350, 1.7819611
73.4000000, 0.0342865,-0.0121032, 1.9691292
73.5000000, 0.0326340,-0.0115728, 1.9850647
73.6000000, 0.0233638,-0.0122074, 1.5763561
73.7000000, 0.0289744,-0.0102091, 1.5667679
73.8000000, 0.0220737,-0.0102869, 1.3226283
73.9000000, 0.0229250,-0.0116974
74.0000000, 0.0291531,-0.0131792, 1.5529636
74.1000000, 0.0222746,-0.0114082, 1.2285662
74.2000000, 0.0293597,-0.0112058, 1.6866756
74.3000000, 0.0232192,-0.0105942, 1.8347684
74.4000000, 0.0299829,-0.0108511, 1.6277704
74.5000000, 0.0231093,-0.0113009, 1.3141628
74.6000000, 0.0281280,-0.0108302, 1.4803021
74.7000000, 0.0228381,-0.0121980, 1.5836744
74.8000000, 0.0249347,-0.0095683, 1.5776466
74.9000000, 0.0284666,-0.0107192, 1.5443073
75.0000000, 0.0225154,-0.0113305, 1.5623870
75.1000000, 0.0270078,-0.0110665, 1.3566664
75.2000000, 0.0246437,-0.0117457, 1.2116975
75.3000000, 0.0254866,-0.0099494, 1.3980930
75.4000000, 0.0248093,-0.0115865, 1.4482811
75.5000000, 0.0228472,-0.0101605, 1.2605223
75.6000000, 0.0234183,-0.0086858, 1.5654985
75.7000000, 0.0207639,-0.0088970, 1.6157817
75.8000000, 0.0230494,-0.0094498, 1.3001680
75.9000000, 0.0231412,-0.0102725, 1.1700561
76.0000000, 0.0229824,-0.0111445, 1.4941726
76.1000000, 0.0249873,-0.0096816, 1.3033821
76.2000000, 0.0213057,-0.0094012, 1.3327161
76.3000000, 0.0256068,-0.0083553, 1.3889554
76.4000000, 0.0244161,-0.0100042, 1.3215657
76.5000000, 0.0236635,-0.0091706, 1.3234896
76.6000000, 0.0232213,-0.0089323, 1.3153645
76.7000000, 0.0187916,-0.0106693
76.8000000, 0.0204904,-0.0085269
76.9000000, 0.0218104,-0.0100500, 1.0609845
77.0000000, 0.0225194,-0.0087778, 1.2126962
77.1000000, 0.0201563,-0.0085610, 1.2078833
77.2000000, 0.0256371,-0.0090815, 1.2300105
77.3000000, 0.0195754,-0.0094592, 0.9899550
77.4000000, 0.0194533,-0.0085299
77.5000000, 0.0177132,-0.0096801, 1.2529266
77.6000000, 0.0201307,-0.0085944, 1.1907346
77.7000000, 0.0204438,-0.0081421
77.8000000, 0.0196595,-0.0095490, 1.2316086
77.9000000, 0.0183182,-0.0080989, 1.2248209
78.0000000, 0.0195607,-0.0081171, 1.1598394
78.1000000, 0.0214555,-0.0066639, 1.2127231
78.2000000, 0.0200147,-0.0070864
78.3000000, 0.0217509,-0.0088086, 1.1968715
78.4000000, 0.0186697,-0.0077093, 1.1788937
78.5000000, 0.0196600,-0.0085529, 1.2064255
78.6000000, 0.0195356,-0.0098015, 1.2582818
78.7000000, 0.0191941,-0.0080291, 0.9602610
78.8000000, 0.0182138,-0.0090145, 1.0367632
78.9000000, 0.0181729,-0.0076482
79.0000000, 0.0186097,-0.0070593, 1.1466189
79.1000000, 0.0196277,-0.0083201, 0.8813621
79.2000000, 0.0136796,-0.0073401, 1.1152605
79.3000000, 0.0184469,-0.0072506, 1.0505936
79.4000000, 0.0166004,-0.0061268, 1.0383179
79.5000000, 0.0206750,-0.0070548, 0.9811316
79.6000000, 0.0175510,-0.0071512, 0.9326979
79.7000000, 0.0159234,-0.0068655, 0.8799198
79.8000000, 0.0207664,-0.0066708, 0.9852131
79.9000000, 0.0157968,-0.0059847
80.0000000, 0.0173829,-0.0062613
80.1000000, 0.0170184,-0.0078455, 0.8386398
80.2000000, 0.0180498,-0.0054833, 0.8915105
80.3000000, 0.0147524,-0.0064892, 1.0856765
80.4000000, 0.0151833,-0.0061854, 0.7566459
80.5000000, 0.0150861,-0.0063770, 0.8470002
80.6000000, 0.0155134,-0.0062174, 0.9189129
80.7000000, 0.0159155,-0.0060476, 0.9031323
80.8000000, 0.0177556,-0.0054593, 0.7405682
80.9000000, 0.0136319,-0.0060786, 0.7950497
81.0000000, 0.0159008,-0.0059358, 0.8029237
81.1000000, 0.0143512,-0.0048551
81.2000000, 0.0171602,-0.0050005, 0.8946553
81.3000000, 0.0147305,-0.0055087, 0.8867081
81.4000000, 0.0153217,-0.0072249, 0.8484366
81.5000000, 0.0127894,-0.0051965, 0.8523911
81.6000000, 0.0131828,-0.0052233, 0.8495697
81.7000000, 0.0113489,-0.0053540, 0.7717739
81.8000000, 0.0142023,-0.0052811, 0.7691038
81.9000000, 0.0141534,-0.0053485, 0.7053580
82.0000000, 0.0124402,-0.0047059
82.1000000, 0.0139720,-0.0055888, 0.8160639
82.2000000, 0.0122394,-0.0054787, 0.8165346
82.3000000, 0.0123622,-0.0043735
82.4000000, 0.0128698,-0.0047160, 0.8772819
82.5000000, 0.0106517,-0.0045825, 0.8220967
82.6000000, 0.0116783,-0.0052947, 0.6615673
82.7000000, 0.0115012,-0.0043428, 0.7180850
82.8000000, 0.0113218,-0.0044137
82.9000000, 0.0134859,-0.0037514, 0.6289632
83.0000000, 0.0108012,-0.0045248, 0.7629094
83.1000000, 0.0107396,-0.0045847, 0.6740374
83.2000000, 0.0107387,-0.0037721, 0.6659713
83.3000000, 0.0110111,-0.0042176, 0.6677893
83.4000000, 0.0113799,-0.0050200, 0.6048484
83.5000000, 0.0130042,-0.0046132, 0.7024828
83.6000000, 0.0071442,-0.0044317, 0.5990414
83.7000000, 0.0111462,-0.0047524, 0.6706005
83.8000000, 0.0082018,-0.0034579, 0.5574438
83.9000000, 0.0104963,-0.0039569, 0.6689796
84.0000000, 0.0095450,-0.0034413, 0.5510820
84.1000000, 0.0098495,-0.0032038, 0.7273731
84.2000000, 0.0104643,-0.0039945, 0.5733344
84.3000000, 0.0086652,-0.0039062, 0.6989823
84.4000000, 0.0087067,-0.0029824, 0.5441720
84.5000000, 0.0088610,-0.0034429, 0.6021377
84.6000000, 0.0089355,-0.0039133, 0.6459307
84.7000000, 0.0082997,-0.0038301, 0.5764729
84.8000000, 0.0081984,-0.0033704, 0.6214488
84.9000000, 0.0075720,-0.0036194, 0.5233725
85.0000000, 0.0093008,-0.0028821
85.1000000, 0.0070661,-0.0030120, 0.5157199
85.2000000, 0.0081995,-0.0033584, 0.4895502
85.3000000, 0.0078098,-0.0026963, 0.5797023
85.4000000, 0.0091237,-0.0030507, 0.4810431
85.5000000, 0.0077744,-0.0029224, 0.5446497
85.6000000, 0.0060741,-0.0027767, 0.5375281
85.7000000, 0.0075659,-0.0028871, 0.4747899
85.8000000, 0.0072215,-0.0028023, 0.5097820
85.9000000, 0.0072913,-0.0021932, 0.5565090
86.0000000, 0.0056636,-0.0030298, 0.4643803
86.1000000, 0.0054109,-0.0023087, 0.4292471
86.2000000, 0.0065713,-0.0022874, 0.4849571
86.3000000, 0.0066725,-0.0023054, 0.4483694
86.4000000, 0.0062178,-0.0023824, 0.4324333
86.5000000, 0.0058074,-0.0021955, 0.3305228
86.6000000, 0.0071039,-0.0025683, 0.4023181
86.7000000, 0.0054971,-0.0024743, 0.4394051
86.8000000, 0.0059190,-0.0024140, 0.4372802
86.9000000, 0.0050354,-0.0017772, 0.4040233
87.0000000, 0.0056359,-0.0019544, 0.3927739
87.1000000, 0.0052073,-0.0026634, 0.4268638
87.2000000, 0.0051447,-0.0023453, 0.4606262
87.3000000, 0.0051845,-0.0018245, 0.3909490
87.4000000, 0.0050222,-0.0019829, 0.4011590
87.5000000, 0.0049450,-0.0020711, 0.2904149
87.6000000, 0.0042462,-0.0016505, 0.3903197
87.7000000, 0.0057647,-0.0019212, 0.3306808
87.8000000, 0.0043461,-0.0015466, 0.3361511
87.9000000, 0.0047547,-0.0018958, 0.2557281
88.0000000, 0.0045249,-0.0020588, 0.3266971
88.1000000, 0.0042885,-0.0015148, 0.3487387
88.2000000, 0.0039672,-0.0019183
88.3000000, 0.0034687,-0.0018852, 0.3056162
88.4000000, 0.0042901,-0.0014407, 0.2699043
88.5000000, 0.0036095,-0.0015048, 0.3135829
88.6000000, 0.0042934,-0.0013794
88.7000000, 0.0039669,-0.0013356, 0.2625614
88.8000000, 0.0033382,-0.0013827, 0.3073684
88.9000000, 0.0030008,-0.0013383, 0.3015887
89.0000000, 0.0036703,-0.0013267, 0.3128834
89.1000000, 0.0038356,-0.0012972, 0.2672624
89.2000000, 0.0032392,-0.0013069, 0.2687977
89.3000000, 0.0027378,-0.0014536, 0.2439273
89.4000000, 0.0029117,-0.0012479, 0.2407432
89.5000000, 0.0031649,-0.0011249, 0.2271595
89.6000000, 0.0030660,-0.0011910, 0.2292889
89.7000000, 0.0027350,-0.0011165, 0.2651246
89.8000000, 0.0029950,-0.0011906, 0.2785844
89.9000000, 0.0025631,-0.0010063
90.0000000, 0.0027414,-0.0008779, 0.2169053
90.1000000, 0.0023430,-0.0008083, 0.2006279
90.2000000, 0.0025822,-0.0010019, 0.1438197
90.3000000, 0.0024359,-0.0007543, 0.1815053
90.4000000, 0.0018145,-0.0009494
90.5000000, 0.0023803,-0.0008202, 0.1473753
90.6000000, 0.0020098,-0.0008591, 0.1763971
90.7000000, 0.0021331,-0.0007254, 0.1811726
90.8000000, 0.0019522,-0.0008984, 0.1634676
90.9000000, 0.0018578,-0.0007181
91.0000000, 0.0017519,-0.0007377, 0.1759044
91.1000000, 0.0018713,-0.0006848, 0.1615609
91.2000000, 0.0017250,-0.0004708
91.3000000, 0.0015707,-0.0007325, 0.1368864
91.4000000, 0.0015799,-0.0006870, 0.1532044
91.5000000, 0.0013076,-0.0005132, 0.1339689
91.6000000, 0.0012584,-0.0005856, 0.1317465
91.7000000, 0.0011093,-0.0005846, 0.1219221
91.8000000, 0.0013514,-0.0005167
91.9000000, 0.0011586,-0.0005535, 0.1094707
92.0000000, 0.0011224,-0.0004096, 0.1026790
92.1000000, 0.0010639,-0.0004464, 0.0907892
92.2000000, 0.0011462,-0.0004277, 0.1167638
92.3000000, 0.0010764,-0.0004074, 0.0834430
92.4000000, 0.0008830,-0.0003801, 0.0818356
92.5000000, 0.0008039,-0.0002917, 0.0813729
92.6000000, 0.0007583,-0.0002772, 0.0813843
92.7000000, 0.0006653,-0.0003113, 0.0702901
92.8000000, 0.0006512,-0.0002623, 0.0651159
92.9000000, 0.0007399,-0.0002371, 0.0647231
93.0000000, 0.0006756,-0.0001991, 0.0552036
93.1000000, 0.0005114,-0.0001943
93.2000000, 0.0004558,-0.0001890, 0.0438439
93.3000000, 0.0004322,-0.0001557, 0.0395295
93.4000000, 0.0003484,-0.0001446, 0.0465853
93.5000000, 0.0003358,-0.0001185, 0.0298236
93.6000000, 0.0002841,-0.0001130, 0.0281568
93.7000000, 0.0002125,-0.0001083
93.8000000, 0.0002024,-0.0000765, 0.0193760
93.9000000, 0.0001491,-0.0000614, 0.0187368
94.0000000, 0.0001075,-0.0000415, 0.0102949
94.1000000, 0.0000643,-0.0000245, 0.0053007
94.2000000, 0.0000200,-0.0000064, 0.0024538
94.3000000,-0.0000188, 0.0000086,-0.0024069
94.4000000,-0.0000612, 0.0000280,-0.0048194
94.5000000,-0.0001045, 0.0000375,-0.0105641
94.6000000,-0.0001439, 0.0000498
94.7000000,-0.0002039, 0.0000659,-0.0190619
94.8000000,-0.0002094, 0.0000737,-0.0242786
94.9000000,-0.0002187, 0.0000969
95.0000000,-0.0002577, 0.0001168,-0.0248925
95.1000000,-0.0002784, 0.0001101,-0.0334827
95.2000000,-0.0003206, 0.0001435,-0.0358835
95.3000000,-0.0003974, 0.0001510,-0.0468359
95.4000000,-0.0004954, 0.0001666,-0.0519673
95.5000000,-0.0005390, 0.0001866,-0.0543259
95.6000000,-0.0004589, 0.0002082,-0.0669572
95.7000000,-0.0004630, 0.0002393,-0.0676992
95.8000000,-0.0006230, 0.0002513,-0.0639171
95.9000000,-0.0005640, 0.0002351,-0.0713849
96.0000000,-0.0005107, 0.0002288
96.1000000,-0.0005485, 0.0002459,-0.0649937
96.2000000,-0.0006649, 0.0002371,-0.0742119
96.3000000,-0.0006878, 0.0002334,-0.0821275
96.4000000,-0.0007145, 0.0002565
96.5000000,-0.0006597, 0.0003018,-0.0973104
96.6000000,-0.0005746, 0.0003197,-0.0993097
96.7000000,-0.0008225, 0.0002749,-0.0959416
96.8000000,-0.0007905, 0.0003244,-0.0900368
96.9000000,-0.0009010, 0.0003331,-0.1127072
97.0000000,-0.0007756, 0.0002750,-0.1219028
97.1000000,-0.0008622, 0.0003344,-0.1145658
97.2000000,-0.0007344, 0.0003640,-0.1218645
97.3000000,-0.0008307, 0.0004049,-0.1202302
97.4000000,-0.0008177, 0.0003539,-0.1315684
97.5000000,-0.0009656, 0.0003304,-0.1447302
97.6000000,-0.0011225, 0.0004223,-0.1220002
97.7000000,-0.0008674, 0.0004227,-0.1419844
97.8000000,-0.0009145, 0.0003553,-0.1351078
97.9000000,-0.0009968, 0.0004405,-0.1496769
98.0000000,-0.0008717, 0.0003940
98.1000000,-0.0009120, 0.0003583,-0.1500497
98.2000000,-0.0010472, 0.0004625,-0.1203375
98.3000000,-0.0012872, 0.0003798,-0.1576968
98.4000000,-0.0009921, 0.0004026,-0.1660112
98.5000000,-0.0010917, 0.0004127,-0.1673183
98.6000000,-0.0009937, 0.0004340
98.7000000,-0.0012751, 0.0004665,-0.1528673
98.8000000,-0.0009949, 0.0003941,-0.1542190
98.9000000,-0.0011251, 0.0004813,-0.1591629
99.0000000,-0.0011511, 0.0004924,-0.1986127
99.1000000,-0.0013159, 0.0004730,-0.1738607
99.2000000,-0.0009836, 0.0004420,-0.2013050
99.3000000,-0.0010821, 0.0004925,-0.1998912
99.4000000,-0.0012692, 0.0005415,-0.2124017
99.5000000,-0.0012967, 0.0004521,-0.1695178
99.6000000,-0.0011876, 0.0004784,-0.2077868
99.7000000,-0.0010381, 0.0005439,-0.1847990
99.8000000,-0.0014440, 0.0004356,-0.2248870
99.9000000,-0.0011165, 0.0005446,-0.2153111
